Review Sentence,Aspect term,polarity,from,to,Anger,Disgust,Fear,Joy,Sadness,Surprise,Emotion Class,emotion context words
"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true(1) recipes, such as macadamia-crusted mahi mahi, or subtly(2) sweet honey-mustard beef short ribs.",menu,neutral,50,54,0,0,0,3,0,2,Joy,tried-and-true(1)subtly(2)
"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true(1) recipes, such as macadamia-crusted mahi mahi, or subtly(2) sweet honey-mustard beef short ribs.",recipes,positive,90,97,0,0,0,3,0,2,Joy,tried-and-true(1) subtly(2)
"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true(1) recipes, such as macadamia-crusted mahi mahi, or subtly(2) sweet honey-mustard beef short ribs.",macadamia-crusted mahi mahi,positive,107,134,0,0,0,3,0,2,Joy,tried-and-true(1)subtly(2)
"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true(1) recipes, such as macadamia-crusted mahi mahi, or subtly(2) sweet honey-mustard beef short ribs.",sweet honey-mustard beef short ribs,positive,146,181,0,0,0,2,0,1,Joy,tried-and-true(1)subtly(2)
"The cold sesame noodles, which are a freebie when you order $10, are delectable.",cold sesame noodles,positive,4,23,0,0,0,3,0,1,Joy,"freebie when you order $10+, are delectable."
"I came to fresh expecting a great(1) meal, and all I got was marginally so-so(2) food served in a restaurant that was just so freezing we couldn't enjoy eating(3).",food,negative,75,79,1,2,1,0,3,3,Sadness,I came to fresh expecting a great(1)all I got was marginally so-so(2)so freezing we couldn't enjoy eating(3).
"I came to fresh expecting a great(1) meal, and all I got was marginally so-so(2) food served in a restaurant that was just so freezing we couldn't enjoy eating(3).",meal,negative,34,38,0,0,0,1,0,1,Joy,I came to fresh expecting a great(1)all I got was marginally so-so(2)so freezing we couldn't enjoy eating(3).
"I came to fresh expecting a great(1) meal, and all I got was marginally so-so(2) food served in a restaurant that was just so freezing we couldn't enjoy eating(3).",served,neutral,80,86,2,2,1,0,3,1,Sadness,I came to fresh expecting a great(1)all I got was marginally so-so(2)so freezing we couldn't enjoy eating(3).
The lone argentine chorizo appetizer at $8.95 was a heavy(1) fennel flavored Italian sausage like the ones that sell for $2.99/lb at the store(2).,argentine chorizo appetizer,negative,9,36,0,0,0,3,0,2,Joy,at $8.95 was a heavy(1)like the ones that sell for $2.99/lb at the store(2).
The lone argentine chorizo appetizer at $8.95 was a heavy(1) fennel flavored Italian sausage like the ones that sell for $2.99/lb at the store(2).,fennel flavored Italian sausage,negative,58,89,0,0,0,2,0,1,Joy,at $8.95 was a heavy(1)like the ones that sell for $2.99/lb at the store(2).
"I went to Swiftys with some friends of the family and we had a very nice(1) dinner, but nothing amazing.",dinner,positive,73,79,0,0,0,3,0,1,Joy,we had a very nice(1)but nothing amazing.
"Best Chinese on the Upper East, prompt(1) delivery, good(2) value.",delivery,positive,39,47,0,0,0,3,0,2,Joy,"Best Chinese on the Upper East, prompt(1)good(2)"
"Best Chinese on the Upper East, prompt(1) delivery, good(2) value.",value,positive,54,59,0,0,0,2,0,1,Joy,"Best Chinese on the Upper East, prompt(1)good(2)"
Most of the sandwiches are made with soy mayonaise which is actually pretty good.,sandwiches,positive,12,22,0,0,0,2,0,0,Joy,which is actually pretty good.
Most of the sandwiches are made with soy mayonaise which is actually pretty good.,soy mayonaise,positive,37,50,0,0,0,2,0,0,Joy,which is actually pretty good.
i went in one day asking(1) for a table for a group and was greeted by a very rude(2) hostess.,hostess,negative,80,87,2,2,0,0,3,0,Sadness,i went in one day asking(1) was greeted by a very rude(2)
i went in one day asking(1) for a table for a group and was greeted by a very rude(2) hostess.,table,neutral,31,36,1,0,1,0,3,1,Sadness,i went in one day asking(1)was greeted by a very rude(2)
It's worthwhile to take a cab to Chelsea just for an awesome dinner at My Chelsea.,dinner,positive,61,67,0,0,0,3,0,1,Joy,awesome
"Not only is the food authentic(1), but the staff here are practically off-the-boat(2), they are young and hip and know what they are doing when it comes(3) to food and wine.",food,positive,16,20,0,0,0,3,0,1,Joy,"authentic(1), practically off-the-boat(2)they are young and hip and know what they are doing when it comes(3)"
"Not only is the food authentic(1), but the staff here are practically off-the-boat(2), they are young and hip and know what they are doing when it comes(3) to food and wine.",staff,positive,40,45,0,0,0,3,0,1,Joy,"authentic(1),practically off-the-boat(2)they are young and hip and know what they are doing when it comes(3)"
"Not only is the food authentic(1), but the staff here are practically off-the-boat(2), they are young and hip and know what they are doing when it comes(3) to food and wine.",food,positive,150,154,0,0,0,3,0,1,Joy,"authentic(1),practically off-the-boat(2)they are young and hip and know what they are doing when it comes(3)"
"Not only is the food authentic(1), but the staff here are practically off-the-boat(2), they are young and hip and know what they are doing when it comes(3) to food and wine.",wine,positive,159,163,0,0,0,3,0,1,Joy,"authentic(1),practically off-the-boat(2)they are young and hip and know what they are doing when it comes(3)"
"It has good(1) music, nice(2) tapas, an interesting(3) selection of wines (primarily Spanish) and a lowkey hip neighborhood(4) clientele.",music,positive,12,17,0,0,0,3,0,1,Joy,good(1)nice(2)interesting(3)lowkey hip neighborhood(4)
"It has good(1) music, nice(2) tapas, an interesting(3) selection of wines (primarily Spanish) and a lowkey hip neighborhood(4) clientele.",tapas,positive,24,29,0,0,0,2,0,1,Joy,good(1)nice(2)interesting(3)lowkey hip neighborhood(4)
"It has good(1) music, nice(2) tapas, an interesting(3) selection of wines (primarily Spanish) and a lowkey hip neighborhood(4) clientele.",selection of wines (primarily Spanish),positive,46,84,0,0,0,2,0,1,Joy,good(1)nice(2)interesting(3)lowkey hip neighborhood(4)
"It has good(1) music, nice(2) tapas, an interesting(3) selection of wines (primarily Spanish) and a lowkey hip neighborhood(4) clientele.",clientele,positive,115,124,0,0,0,2,0,1,Joy,good(1)nice(2)interesting(3)lowkey hip neighborhood(4)
"The food is great(1), I love their(2) dumplings, cold sesame noodles, chicken and shrimp dishs.",food,positive,4,8,0,0,0,2,0,1,Joy,great(1)I love their(2)
"The food is great(1), I love their(2) dumplings, cold sesame noodles, chicken and shrimp dishs.",dumplings,positive,32,41,0,0,0,2,0,1,Joy,great(1)I love their(2)
"The food is great(1), I love their(2) dumplings, cold sesame noodles, chicken and shrimp dishs.",cold sesame noodles,positive,43,62,0,0,0,2,0,1,Joy,great(1)I love their(2)
"The food is great(1), I love their(2) dumplings, cold sesame noodles, chicken and shrimp dishs.",chicken,positive,64,71,0,0,0,2,0,1,Joy,great(1)I love their(2)
"The food is great(1), I love their(2) dumplings, cold sesame noodles, chicken and shrimp dishs.",shrimp dishs,positive,76,88,0,0,0,2,0,1,Joy,great(1)I love their(2)
"And the food, well the food will keep you coming back.",food,positive,8,12,0,0,0,2,0,1,Joy,will keep you coming back.
"And the food, well the food will keep you coming back.",food,positive,23,27,0,0,0,2,0,1,Joy,will keep you coming back.
Waiting three hours before getting our(1) entrees was a treat as well(2).,entrees,neutral,39,46,0,0,0,3,0,2,Joy,three hours before getting our(1)was a treat as well(2).
Waiting three hours before getting our(1) entrees was a treat as well(2).,Waiting,negative,0,7,2,2,0,0,3,0,Sadness,three hours before getting our(1)was a treat as well(2).
It's the conversations that make this a fun place to be.,place,positive,44,49,0,0,0,3,0,2,Joy,It's the conversations that make this a fun
"My gf's duck confitte was very solid as well, although i have little base of reference.",duck confitte,positive,8,21,2,1,0,0,2,0,Anger,very solid as welli have little base of reference.
"The wine list was superb(1), our tapas delightful(2), and the quiet atmosphere perfect for good conversation(3).",wine list,positive,4,13,0,0,0,3,0,2,Joy,was superb(1)delightful(2)quietperfect for good conversation(3).
"The wine list was superb(1), our tapas delightful(2), and the quiet atmosphere perfect for good conversation(3).",tapas,positive,30,35,0,0,0,3,0,2,Joy,was superb(1)delightful(2)quietperfect for good conversation(3).
"The wine list was superb(1), our tapas delightful(2), and the quiet atmosphere perfect for good conversation(3).",atmosphere,positive,62,72,0,0,0,3,0,2,Joy,was superb(1)delightful(2)quietperfect for good conversation(3).
You can eat gourmet food at a fast food price.,price,positive,40,45,0,0,0,2,0,2,Joy,You can eat gourmet food at a fast
You can eat gourmet food at a fast food price.,food,positive,20,24,0,0,0,2,0,2,Joy,You can eat gourmet food at a fast
"I've eaten at all three locations and I always love, love(1) the food, the service is always wonderful(2) and the prices are really reasonable(3).",food,positive,62,66,0,0,0,3,0,2,Joy," I always love, love(1)is always wonderful(2)really reasonable(3)."
"I've eaten at all three locations and I always love, love(1) the food, the service is always wonderful(2) and the prices are really reasonable(3).",service,positive,72,79,0,0,0,3,0,2,Joy," I always love, love(1)is always wonderful(2)really reasonable(3)."
"I've eaten at all three locations and I always love, love(1) the food, the service is always wonderful(2) and the prices are really reasonable(3).",prices,positive,108,114,0,0,0,3,0,2,Joy,"I always love, love(1) is always wonderful(2)really reasonable(3)."
"Not because I was pregnant, but the food here is always delicious.",food,positive,36,40,0,0,0,3,0,2,Joy,is always delicious.
Had a great meal there this weekend before heading to the movies!,meal,positive,12,16,0,0,0,3,0,2,Joy,Had a great
We had a birthday party here recently and the food and service was amazing.,food,positive,46,50,0,0,0,3,0,2,Joy,was amazing.
We had a birthday party here recently and the food and service was amazing.,service,positive,55,62,0,0,0,3,0,2,Joy,
"the dinner menu offers a variety of great(1) entrees, including fresh(2) seafood and huge(3) steaks, there's also a couple(4) of non-meat alternatives.",dinner menu,positive,4,15,0,0,0,3,0,2,Joy,offers a variety of great(1) including fresh(2)huge(3)there's also a couple(4)
"the dinner menu offers a variety of great(1) entrees, including fresh(2) seafood and huge(3) steaks, there's also a couple(4) of non-meat alternatives.",entrees,positive,42,49,0,0,0,3,0,2,Joy,offers a variety of great(1) including fresh(2)huge(3)there's also a couple(4)
"the dinner menu offers a variety of great(1) entrees, including fresh(2) seafood and huge(3) steaks, there's also a couple(4) of non-meat alternatives.",seafood,positive,67,74,0,0,0,3,0,2,Joy,offers a variety of great(1)including fresh(2)huge(3)there's also a couple(4)
"the dinner menu offers a variety of great(1) entrees, including fresh(2) seafood and huge(3) steaks, there's also a couple(4) of non-meat alternatives.",steaks,positive,84,90,0,0,0,3,0,2,Joy,offers a variety of great(1)including fresh(2)huge(3) there's also a couple(4)
"the dinner menu offers a variety of great(1) entrees, including fresh(2) seafood and huge(3) steaks, there's also a couple(4) of non-meat alternatives.",non-meat alternatives,neutral,117,138,0,0,0,3,0,2,Joy,offers a variety of great(1) including fresh(2)huge(3)there's also a couple(4)
This place has the strangest(1) menu and the restaurants tries too hard to make fancy(2) food.,menu,negative,29,33,2,1,0,0,2,0,Anger,This place has the strangest(1)fancy(2)
This place has the strangest(1) menu and the restaurants tries too hard to make fancy(2) food.,food,negative,83,87,2,1,0,0,2,0,Anger,This place has the strangest(1)fancy(2)
"The appetizers are ok(1), but the service is slow(2).",appetizers,neutral,4,14,0,0,0,1,0,0,Joy,are ok(1) is slow(2).
"The appetizers are ok(1), but the service is slow(2).",service,negative,31,38,2,1,0,0,2,0,Anger,are ok(1) is slow(2).
the food - not worth the price.,food,negative,4,8,2,1,0,0,2,0,Anger,not worth
the food - not worth the price.,price,negative,25,30,2,1,0,0,2,0,Anger,not worth
"What can you say about a place where the waitress brings out the wrong(1) entree, then verbally assaults your 80 year old grandmother(2) and gives her lip about sending it back (which she did politely, by the way).",waitress,negative,41,49,2,1,0,0,2,0,Anger,out the wrong(1)verbally assaults your 80 year old grandmother(2) gives her lip about sending it backshe did politely
"What can you say about a place where the waitress brings out the wrong(1) entree, then verbally assaults your 80 year old grandmother(2) and gives her lip about sending it back (which she did politely, by the way).",entree,neutral,71,77,2,1,0,0,2,0,Anger,out the wrong(1)verbally assaults your 80 year old grandmother(2)gives her lip about sending it backshe did politely
The prices are not terrible.,prices,positive,4,10,0,0,0,3,0,2,Joy,not terrible.
15% gratuity automatically added to the bill.,bill,negative,40,44,2,1,0,0,2,0,Anger,added to
15% gratuity automatically added to the bill.,gratuity,negative,4,12,2,1,0,0,2,0,Anger,added to
"The halibut cheek appetizer came with a generous(1) portion of foie gras, but that's about the only positive thing I can say(2) about the meal.",halibut cheek appetizer,neutral,4,27,0,0,0,3,0,2,Joy,generous(1)that's about the only positive thing I can say(2)
"The halibut cheek appetizer came with a generous(1) portion of foie gras, but that's about the only positive thing I can say(2) about the meal.",portion of foie gras,positive,49,69,0,0,0,3,0,2,Joy,generous(1)that's about the only positive thing I can say(2)
"The halibut cheek appetizer came with a generous(1) portion of foie gras, but that's about the only positive thing I can say(2) about the meal.",meal,conflict,132,136,0,0,0,3,0,2,Joy,generous(1)that's about the only positive thing I can say(2)
Food is excellent(1) and they also have empenadas and plaintains which are good for(2) an afternoon snack.,Food,positive,0,4,0,0,0,3,0,1,Joy,excellent(1) which are good for(2)
Food is excellent(1) and they also have empenadas and plaintains which are good for(2) an afternoon snack.,empenadas,positive,37,46,0,0,0,2,0,1,Joy,excellent(1)whichare good for(2)
Food is excellent(1) and they also have empenadas and plaintains which are good for(2) an afternoon snack.,plaintains,positive,51,61,0,0,0,2,0,1,Joy,excellent(1)which are good for(2)
Food is excellent(1) and they also have empenadas and plaintains which are good for(2) an afternoon snack.,afternoon snack,positive,84,99,0,0,0,2,0,1,Joy,excellent(1)which are good for(2)
Both a number of the appetizer and pasta specials were amazing.,pasta specials,positive,35,49,0,0,0,3,0,2,Joy,were amazing.
Both a number of the appetizer and pasta specials were amazing.,appetizer,positive,21,30,0,0,0,3,0,2,Joy,were amazing.
"All-time favorites(1) include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options(2) like entree-sized salads are also available.",Big Mac,positive,31,38,0,0,0,3,0,2,Joy,All-time favorites(1) lighter options(2)are also available.
"All-time favorites(1) include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options(2) like entree-sized salads are also available.",Chicken McNuggets,positive,40,57,0,0,0,3,0,2,Joy,All-time favorites(1)lighter options(2)are also available.
"All-time favorites(1) include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options(2) like entree-sized salads are also available.",Filet-O-Fish sandwich,positive,59,80,0,0,0,3,0,2,Joy,All-time favorites(1)lighter options(2)are also available.
"All-time favorites(1) include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options(2) like entree-sized salads are also available.",McDonald's famous french fries,positive,85,115,0,0,0,3,0,2,Joy,All-time favorites(1)lighter options(2)are also available.
"All-time favorites(1) include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options(2) like entree-sized salads are also available.",entree-sized salads,neutral,138,157,0,0,0,3,0,2,Joy,All-time favorites(1)lighter options(2)are also available.
"Although somewhat loud(1), the noise was minimally intrusive.",noise,conflict,28,33,2,1,0,0,2,0,Anger,somewhat loud(1)minimally intrusive.
"It's a basic(1) pizza joint, not much to look at, but the pizza is what I go for.",pizza,positive,55,60,0,0,0,3,0,2,Joy,It's a basic(1) not much to look atthe pizza is what I go for.
"Tables are close, so you better be comfortable bumping elbows with other patrons.",Tables,negative,0,6,2,1,0,0,2,0,Anger,closeyou better be comfortable bumping elbows with other patrons.
Was her Monday for lunch - was working on a film in the area - and found this rare jewel.,lunch,neutral,19,24,0,0,0,3,0,2,Joy,found this rare jewel.
"Not too much so, but enough that there's a great scene.",scene,positive,49,54,0,0,0,3,0,2,Joy,Not too much soenough that there's a great
Dug the blue bar area too.,blue bar area,positive,8,21,2,1,0,0,2,0,Anger,Dug the
"I got the opportunity to dine at your establishment again a few weeks ago, I was in your upstrairs dining area.",upstrairs dining area,neutral,89,110,0,0,0,2,0,2,Joy,I got the opportunity to dine at your establishment again a few weeks ago
"Meat-phobes are in luck with the extraordinary(1) veggie burger, made from a distinctive blend(2) of chickpeas, carrots and other vegetables and spices.",veggie burger,positive,47,60,0,0,0,2,0,2,Joy,Meat-phobes are in luck with the extraordinary(1)made from a distinctive blend(2)
"Meat-phobes are in luck with the extraordinary(1) veggie burger, made from a distinctive blend(2) of chickpeas, carrots and other vegetables and spices.",chickpeas,positive,95,104,0,0,0,2,0,1,Joy,Meat-phobes are in luck with the extraordinary(1)made from a distinctive blend(2)
"Meat-phobes are in luck with the extraordinary(1) veggie burger, made from a distinctive blend(2) of chickpeas, carrots and other vegetables and spices.",carrots,positive,106,113,0,0,0,2,0,1,Joy,Meat-phobes are in luck with the extraordinary(1)made from a distinctive blend(2)
"Meat-phobes are in luck with the extraordinary(1) veggie burger, made from a distinctive blend(2) of chickpeas, carrots and other vegetables and spices.",vegetables,positive,124,134,0,0,0,2,0,1,Joy,Meat-phobes are in luck with the extraordinary(1)made from a distinctive blend(2)
"Meat-phobes are in luck with the extraordinary(1) veggie burger, made from a distinctive blend(2) of chickpeas, carrots and other vegetables and spices.",spices,positive,139,145,0,0,0,2,0,1,Joy,Meat-phobes are in luck with the extraordinary(1)made from a distinctive blend(2)
"At peak times, the restaurant is overcrowded and tables are uncomfortably close.",tables,negative,49,55,2,1,0,0,2,0,Anger,overcrowdeduncomfortably close.
The service was on point - what else you would expect from a Ritz?,service,positive,4,11,0,0,0,3,0,2,Joy,was on point
"Menus feature seasonal picks, like sweet corn-foie gras brulee.",Menus,neutral,0,5,0,0,0,2,0,1,Joy,feature seasonal picks
"Menus feature seasonal picks, like sweet corn-foie gras brulee.",sweet corn-foie gras brulee,neutral,35,62,0,0,0,2,0,1,Joy,feature seasonal picks
"Innovations are just as assured, from the simple(1) Carinthia cheese ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright(2) green spinach-vodka sauce.",Carinthia cheese ravioli with wild mushrooms,positive,49,93,0,0,0,2,0,1,Joy,"Innovations are just as assured, from the simple(1)beautifully matched with a bright(2)"
"Innovations are just as assured, from the simple(1) Carinthia cheese ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright(2) green spinach-vodka sauce.",caviar-topped sturgeon,positive,101,123,0,0,0,2,0,1,Joy,"Innovations are just as assured, from the simple(1)beautifully matched with a bright(2)"
"Innovations are just as assured, from the simple(1) Carinthia cheese ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright(2) green spinach-vodka sauce.",green spinach-vodka sauce,positive,159,184,0,0,0,2,0,1,Joy,"Innovations are just as assured, from the simple(1)beautifully matched with a bright(2)"
"And these are not small, wimpy fast food type(1) burgers - these are real, full sized(2) patties.",burgers,positive,46,53,0,0,0,2,0,1,Joy,"And these are not small, wimpy fast food type(1)these are real, full sized(2)"
"And these are not small, wimpy fast food type(1) burgers - these are real, full sized(2) patties.",patties,positive,83,90,0,0,0,3,0,1,Joy,"And these are not small, wimpy fast food type(1)these are real, full sized(2)"
"There restaurant is very casual, but perfect(1) for lunch, and their delivery service is always very fast(2).",lunch,neutral,49,54,0,0,0,2,0,1,Joy,very casualbutperfect(1)is always very fast(2).
"There restaurant is very casual, but perfect(1) for lunch, and their delivery service is always very fast(2).",delivery service,positive,66,82,0,0,0,3,0,1,Joy,very casualbutperfect(1)is always very fast(2).
Chinatown definitely has better(1) quality with cheaper(2) prices.,quality,positive,32,39,0,0,0,2,0,1,Joy,definitely has better(1)cheaper(2)
Chinatown definitely has better(1) quality with cheaper(2) prices.,prices,positive,53,59,0,0,0,3,0,1,Joy,definitely has better(1)cheaper(2)
I had to flag down(1) a third staff person for a fork... so now it's goodbye Little RUDE Pie Company(2).,staff person,neutral,27,39,2,2,2,0,2,0,Anger,I had to flag down(1)so now it's goodbye Little RUDE Pie Company(2).
I had to flag down(1) a third staff person for a fork... so now it's goodbye Little RUDE Pie Company(2).,fork,neutral,46,50,2,2,2,0,2,0,Anger,I had to flag down(1) so now it's goodbye Little RUDE Pie Company(2).
"Go with(1) the specials, and stay away from(2) the salmon.",specials,positive,12,20,0,0,0,2,0,1,Joy,Go with(1) stay away from(2)
"Go with(1) the specials, and stay away from(2) the salmon.",salmon,negative,45,51,2,2,2,0,3,0,Sadness,Go with(1)stay away from(2)
The pastas were pretty good.,pastas,positive,4,10,0,0,0,3,0,2,Joy,pretty good.
Atmosphere is a bore.,Atmosphere,negative,0,10,0,0,0,3,0,2,Joy,is a bore.
The decor is what initially got me in the door.,decor,positive,4,9,0,0,0,3,0,1,Joy,initially got me in the door.
The wait staff was very attentive and polite.,wait staff,positive,4,14,0,0,0,3,0,2,Joy,very attentivepolite.
"Great restaurant, and even greater food!",food,positive,35,39,0,0,0,2,0,2,Joy,Great restauranteven greater
The dishes are remarkably tasty(1) and such a cozy and intimate(2) place!,dishes,positive,4,10,0,0,0,2,0,1,Joy,remarkably tasty(1)such a cozy and intimate(2)
The dishes are remarkably tasty(1) and such a cozy and intimate(2) place!,place,positive,61,66,0,0,0,3,0,1,Joy,remarkably tasty(1)such a cozy and intimate(2)
Save room for the desserts! ;-),desserts,positive,18,26,0,0,0,2,0,2,Joy,Save room
"I love the simplicity and respect which was given to the(1) food, as well the staff was freindly and knowledgable(2).",food,positive,57,61,0,0,0,2,0,1,Joy,I love the simplicity and respect which was given to the(1)freindly and knowledgable(2).
"I love the simplicity and respect which was given to the(1) food, as well the staff was freindly and knowledgable(2).",staff,positive,75,80,0,0,0,3,0,1,Joy,I love the simplicity and respect which was given to the(1)freindly and knowledgable(2).
Service was good(1) and so was the(2) atmosphere.,Service,positive,0,7,0,0,0,2,0,1,Joy,good(1) so was the(2)
Service was good(1) and so was the(2) atmosphere.,atmosphere,positive,32,42,0,0,0,3,0,1,Joy,good(1)so was the(2)
MY date and I both ordered the Branzini and both felt the fish was very average.,Branzini,neutral,31,39,2,2,2,0,3,0,Sadness,both feltvery average.
MY date and I both ordered the Branzini and both felt the fish was very average.,fish,negative,58,62,2,2,2,0,3,0,Sadness,both feltvery average.
"The food was good(1), the service prompt(2), and the price very reasonable(3).",food,positive,4,8,0,0,0,3,0,1,Joy,was good(1)prompt(2)very reasonable(3).
"The food was good(1), the service prompt(2), and the price very reasonable(3).",service,positive,23,30,0,0,0,3,0,1,Joy,was good(1)prompt(2) very reasonable(3).
"The food was good(1), the service prompt(2), and the price very reasonable(3).",price,positive,47,52,0,0,0,3,0,1,Joy,was good(1)prompt(2)very reasonable(3).
"Wonderful(1) menu, warm inviting(2) ambiance, great(3) service the FOOD keeps me coming back(4)!",menu,positive,10,14,0,0,0,2,0,2,Joy,Wonderful(1)warm inviting(2)great(3)keeps me coming back(4)!
"Wonderful(1) menu, warm inviting(2) ambiance, great(3) service the FOOD keeps me coming back(4)!",ambiance,positive,30,38,0,0,0,2,0,2,Joy,Wonderful(1)warm inviting(2)great(3)keeps me coming back(4)!
"Wonderful(1) menu, warm inviting(2) ambiance, great(3) service the FOOD keeps me coming back(4)!",service,positive,46,53,0,0,0,2,0,2,Joy,Wonderful(1)warm inviting(2)great(3)keeps me coming back(4)!
"Wonderful(1) menu, warm inviting(2) ambiance, great(3) service the FOOD keeps me coming back(4)!",FOOD,positive,58,62,0,0,0,2,0,2,Joy,Wonderful(1)warm inviting(2)great(3)keeps me coming back(4)!
"Great(1) food, good(2) wine and an excellent(3) host.",food,positive,6,10,0,0,0,2,0,2,Joy,Great(1)good(2)excellent(3)
"Great(1) food, good(2) wine and an excellent(3) host.",wine,positive,17,21,0,0,0,2,0,2,Joy,Great(1)good(2)excellent(3)
"Great(1) food, good(2) wine and an excellent(3) host.",host,positive,39,43,0,0,0,2,0,2,Joy,Great(1)good(2)excellent(3)
Pizzas were excellent in addition to appetizers and main courses.,Pizzas,positive,0,6,0,0,0,2,0,2,Joy,were excellent in additionto
Pizzas were excellent in addition to appetizers and main courses.,appetizers,positive,37,47,0,0,0,2,0,2,Joy,were excellent in additionto
Pizzas were excellent in addition to appetizers and main courses.,main courses,positive,52,64,0,0,0,2,0,2,Joy,were excellent in addition to
"Definitely try the(1) calamari, any pasta, or even the Sliced steak entree.",calamari,positive,19,27,0,0,0,2,0,2,Joy,Definitely try the(1)even
"Definitely try the(1) calamari, any pasta, or even the Sliced steak entree.",pasta,positive,33,38,0,0,0,2,0,2,Joy,Definitely try the(1)even
"Definitely try the(1) calamari, any pasta, or even the Sliced steak entree.",Sliced steak entree,positive,52,71,0,0,0,2,0,2,Joy,Definitely try the(1)even
The caeser salad was great.,caeser salad,positive,4,16,0,0,0,2,0,2,Joy,was great.
The fried calamari was even better!,fried calamari,positive,4,18,0,0,0,3,0,2,Joy,was even better!
The atmosphere was nice but it was a little too dark.,atmosphere,conflict,4,14,0,0,0,1,0,2,Surprise,nicbut it was a little too dark.
The food was good overall.,food,positive,4,8,0,0,0,2,0,2,Joy,good overall
The food was outstanding(1) and the service was tops(2).,food,positive,4,8,0,0,0,2,0,1,Joy,outstanding(1)was tops(2).
The food was outstanding(1) and the service was tops(2).,service,positive,33,40,0,0,0,3,0,1,Joy,outstanding(1)was tops(2).
The portions are very large(1) and the service is fantastic!!(2),portions,positive,4,12,0,0,0,2,0,1,Joy,very large(1)is fantastic!!(2)
The portions are very large(1) and the service is fantastic!!(2),service,positive,36,43,0,0,0,3,0,1,Joy,very large(1)s fantastic!!(2)
I recomend the chicken milanese.,chicken milanese,positive,15,31,0,0,0,2,0,2,Joy,I recomend the
"excellent(1) tapas at great prices, romantic, small but not overly crowed, excellent(2)",tapas,positive,10,15,0,0,0,2,0,1,Joy,"excellent(1)greatromantic, small not overly crowed, excellent(2)"
"excellent(1) tapas at great prices, romantic, small but not overly crowed, excellent(2)",prices,positive,25,31,0,0,0,3,0,1,Joy,"excellent(1)great romantic, smallnot overly crowed, excellent(2)"
"The service is a quite slow (1), but friendly(2).",service,conflict,4,11,0,0,0,2,1,2,Joy,quite slow (1)but friendly(2).
"The chocolate raspberry cake is heavenly(1)- not too sweet, but full(2) of flavor.",chocolate raspberry cake,positive,4,28,0,0,0,2,0,1,Joy,heavenly(1)too sweetbut full(2)
"The chocolate raspberry cake is heavenly(1)- not too sweet, but full(2) of flavor.",flavor,positive,69,75,2,2,2,0,2,0,Anger,heavenly(1)too sweetbut full(2)
"Our waiter was helpful and charming(1), the food was perfect(2), and the wine was good, too(3).",waiter,positive,4,10,0,0,0,2,0,1,Joy,"was helpful and charming(1)was perfect(2)was good, too(3)."
"Our waiter was helpful and charming(1), the food was perfect(2), and the wine was good, too(3).",food,positive,41,45,0,0,0,2,0,1,Joy,"was helpful and charming(1) was perfect(2)was good, too(3)."
"Our waiter was helpful and charming(1), the food was perfect(2), and the wine was good, too(3).",wine,positive,67,71,0,0,0,2,0,1,Joy,"was helpful and charming(1)was perfect(2)was good, too(3)."
I HAVE NEVER HAD A BAD(1) MEAL(OR BAD(2) SERVICE )@ PIGALLE.,MEAL,positive,23,27,2,2,1,0,2,0,Anger,I HAVE NEVER HAD A BAD(1)BAD(2)
I HAVE NEVER HAD A BAD(1) MEAL(OR BAD(2) SERVICE )@ PIGALLE.,SERVICE,positive,35,42,2,1,2,0,2,0,Anger,I HAVE NEVER HAD A BAD(1)BAD(2)
Best hot dogs in the tri-state area.,hot dogs,positive,5,13,0,0,0,3,0,2,Joy,Best
The service was very attentive(1) and very generous(2).,service,positive,4,11,0,0,0,3,0,0,Joy,was very attentive(1)very generous(2).
"We had tons of great(1) food, wine, and desserts.",food,positive,21,25,0,0,0,3,0,2,Joy,We had tons of great(1)
"We had tons of great(1) food, wine, and desserts.",wine,positive,27,31,0,0,0,3,0,2,Joy,We had tons of great(1)
"We had tons of great(1) food, wine, and desserts.",desserts,positive,37,45,0,0,0,3,0,2,Joy,We had tons of great(1)
Really Lovely dining experience in the midst of buzzing midtown area.,dining experience,positive,14,31,0,0,0,3,0,2,Joy,Really Lovely
The food really isn't very good(1) and the service is terrible(2).,food,negative,4,8,2,2,1,0,2,0,Anger,isn't very good(1) is terrible(2).
The food really isn't very good(1) and the service is terrible(2).,service,negative,40,47,2,1,2,0,2,0,Anger,isn't very good(1)is terrible(2).
